customer_id,customer_name,country_id,cust_type_id
4830,Evelyn Crawford,462,3
4831,Mrs. Heather Lopez,96,2
4832,Caitlin Horton,558,4
4833,Kyle Peters,566,3
4834,Juan Ray,430,3
4835,Tony Simmons,222,3
4836,Andrew Hester,222,2
4837,Samantha Adams MD,364,4
4838,Maria Cain,442,3
4839,Caroline Aguilar,800,2
4840,Kimberly Acosta,850,4
4841,Patrick Daniel,562,3
4842,Sandra Nelson,768,1
4843,Justin Hensley,400,1
4844,Martha Woods,862,2
4845,Jeffrey Pruitt DVM,162,1
4846,Michael Bell,218,3
4847,Billy Nguyen,674,2
4848,Alexis Smith,788,2
4849,Angelica Horn,104,1
4850,Angela Scott,258,3
4851,Christina Davis,626,1
4852,Karina Oliver,660,4
4853,Crystal Hill,642,1
4854,David Rodriguez,440,2
4855,Kaylee Kim DDS,862,3
4856,Denise Gutierrez,686,1
4857,Mr. Keith Rangel,450,3
4858,David Roy,772,3
4859,Sarah Smith,404,4
4860,John Conner,250,2
4861,Thomas Buck,854,2
4862,Anthony Cantu,626,4
4863,Kathleen Smith,40,2
4864,Elizabeth Freeman,20,4
4865,William Thompson,90,3
4866,Hector Williams,703,4
4867,Tammy Johnson,270,3
4868,Rebecca Wood,678,4
4869,Teresa Ward,586,1
4870,Marcus Oconnor,728,2
4871,Courtney Martinez,334,2
4872,Nicholas Holder,826,1
4873,Lisa Martin,184,2
4874,Melissa Dawson,352,4
4875,Terri Webb,140,3
4876,Megan Whitney,268,2
4877,Joseph Greene,740,1
4878,Cody Castro,533,4
4879,Matthew Smith,638,2
4880,Adam Tucker,768,2
4881,Kimberly Fernandez,52,4
4882,Lori Ware,52,4
4883,Tracy Roberts,398,4
4884,Richard Estes,120,4
4885,Brandi Woods,660,1
4886,Tracy Crosby,232,3
4887,Ian Murphy,702,4
4888,Laurie Berry,520,2
4889,James Chambers,24,3
4890,Wendy Robinson,392,4
4891,Albert Woods,780,3
4892,Richard Schmidt,524,2
4893,Denise Smith MD,520,2
4894,Daniel Branch,50,1
4895,Mary Romero DDS,10,4
4896,Terry Norton,678,1
4897,Christopher Ellis,744,1
4898,Anthony Vargas,372,1
4899,Jeremiah Johnson,480,2
4900,James Martin,12,3
4901,Dylan Foster,798,2
4902,Scott Collins,499,3
4903,Karen Robinson,570,3
4904,Lauren Diaz,533,1
4905,Sarah Craig,496,2
4906,Jeffrey Wilson,583,3
4907,Melissa Robinson,144,4
4908,Tara Vaughn,296,1
4909,Kelly Moore,300,2
4910,Kevin Scott,690,4
4911,Stephen Flores,192,3
4912,James Atkinson,795,1
4913,Christina Hernandez,398,3
4914,Phillip Moore,666,2
4915,Melissa Vega,660,4
4916,Michelle Moore,108,4
4917,Angela Gonzalez,388,2
4918,Brandon Flynn,591,3
4919,Tammy Galvan,834,1
4920,Elizabeth Baker DDS,376,4
4921,James Rios,156,1
4922,Leah Brown,20,2
4923,Jimmy Guerrero,826,2
4924,Laura Knight,12,2
4925,Kimberly Jones,288,2
4926,Chad Bush,124,1
4927,Robyn Williams,100,4
4928,William Smith,4,1
4929,Christopher Fry,744,2
4930,Morgan Mejia,620,4
4931,Michelle Wallace,630,3
4932,Ashley Heath,428,1
4933,Stephen Avila,96,4
4934,Logan Hickman,308,2
4935,Christopher Morales,584,4
4936,Jill Mendoza,384,1
4937,Alan Rose,170,1
4938,Michael Cole,442,1
4939,Laura Shelton,716,3
4940,Juan Riley,312,1
4941,David Dawson,70,3
4942,Kyle Franklin,807,4
4943,Anne Baldwin,192,2
4944,Guy Wilson,86,4
4945,Brian Murillo,690,4
4946,Theresa Hayes,634,2
4947,Timothy Jackson,762,4
4948,Justin Lopez,446,2
4949,Jason Compton,660,2
4950,Christopher Hardin,882,1
4951,Amanda Lopez,620,3
4952,Kevin Monroe,231,1
4953,Amanda Harrison,414,1
4954,Lori Shields,831,3
4955,Jillian Rodriguez,756,2
4956,Rachel Harmon,12,2
4957,Luke Walker,566,3
4958,Michael Jimenez,666,1
4959,Kimberly Cantu,562,1
4960,Breanna Barr,178,3
4961,Kristina Adams,428,4
4962,Logan Smith,231,4
4963,Adam Watson,72,4
4964,Jeffrey Brooks,170,1
4965,Cindy Jackson,132,1
4966,Oscar Massey,316,4
4967,Frank Strickland,112,4
4968,Joel Cowan,862,4
4969,David Miller,704,1
4970,Kyle Rice,344,2
4971,Leslie Jones,744,2
4972,Samantha Kennedy,208,1
4973,Cindy Glover,454,1
4974,Anthony Copeland,566,4
4975,Judith Russell,840,1
4976,Patrick Meyer,660,3
4977,Angela Smith,562,2
4978,Bonnie Ford,496,2
4979,Jennifer Brown,504,2
4980,Jacob Cook,768,1
4981,Joseph Williams,203,4
4982,Dr. Crystal Jacobs,780,4
4983,Michele Adams,51,2
4984,Miranda Deleon,616,3
4985,Christine Perez,792,1
4986,Timothy Morgan,604,1
4987,Zachary Burke,32,4
4988,Darryl Goodwin,192,4
4989,Jonathan Rogers,148,2
4990,Natasha Munoz,64,3
4991,Laurie Romero,533,3
4992,David Walker,408,4
4993,Megan Jackson,732,1
4994,Terri Sanders,418,4
4995,Anthony Turner,430,1
4996,Regina Smith,296,3
4997,Sandra Thomas,360,2
4998,Sandra Anderson,740,2
4999,Marissa Weber,663,3
5000,William Gonzalez,438,1
5001,Noah Taylor,694,1
5002,Lisa Barnes,520,4
5003,Amy Smith,275,1
5004,Joseph Love,682,2
5005,Benjamin Ware,28,2
5006,Christopher Chandler,784,4
5007,Jamie King,404,1
5008,Albert Knight,834,3
5009,Lisa Singleton,662,4
5010,Julie Mckinney,246,1
5011,Amanda Porter,162,3
5012,Brian Wright,608,1
5013,Regina Powers,534,3
5014,Carolyn Hughes,304,4
5015,Heather Kerr,508,3
5016,Michelle Maxwell,462,3
5017,Ashley Hopkins,132,4
5018,Vincent Williams,704,2
5019,Amanda Gonzales,442,1
5020,Frank Baker,508,3
5021,Desiree Taylor,446,2
5022,Sylvia Stewart,212,4
5023,Susan Torres,818,3
5024,Daniel Johnson,50,2
5025,Ms. Heather Horn,833,4
5026,David Adams,728,3
5027,Spencer Salazar,304,4
5028,Heather Sweeney,166,3
5029,Denise Nelson,474,4
5030,Melinda Walker,408,2
5031,Heather Miller,246,4
5032,Lauren Jackson,316,1
5033,Kathy Parks,740,1
5034,Joseph Salinas,344,2
5035,Jason Wright,384,2
5036,Kimberly Miller,533,4
5037,Billy Brown,581,3
5038,Justin Marquez,548,4
5039,Victoria Holloway,670,1
5040,David Brown PhD,10,3
5041,Andrew Price,144,1
5042,Jenna Thomas,388,2
5043,James Hernandez,36,2
5044,Phillip Velez,760,4
5045,Natalie Golden,458,1
5046,Scott Dunlap,438,2
5047,Michael Brock,24,2
5048,James Rhodes,591,3
5049,David Roman,334,3
5050,Linda Smith,620,3
5051,Amy Scott,156,1
5052,Sherri Goodwin MD,428,3
5053,Gregory Baker,578,2
5054,Mary Baker,178,3
5055,Yvonne Williams,31,3
5056,Lori Brady,586,2
5057,Jennifer Hale,31,2
5058,Steven Harris III,663,4
5059,Angel Brown,710,3
5060,Jessica Smith,304,3
5061,Joseph Ford,748,1
5062,Robert Nguyen,72,4
5063,Austin Whitaker,348,1
5064,Justin Miller,108,2
5065,Randy Martin,72,1
5066,Brittany Bond,450,1
5067,Heather Martinez,818,1
5068,James Bell,795,1
5069,Carolyn Ward,858,2
5070,Steven Murphy,585,2
5071,Mark Turner,428,1
5072,Tammy Lane,262,4
5073,Matthew Ball,334,1
5074,Chad Williams,716,2
5075,David Frye,44,1
5076,Erin Ramos,222,1
5077,Nicole Gray,270,2
5078,Derrick Richardson,372,1
5079,Bryan Murphy,585,2
5080,Stacy Olson,212,1
5081,Emily Rodriguez,474,4
5082,Miranda Wright,372,4
5083,Lauren Smith,508,2
5084,Patrick Crawford,756,4
5085,Thomas Ibarra,204,3
5086,Stephanie Lynch,380,2
5087,Matthew Phelps,833,3
5088,Brian Hayes,624,1
5089,Olivia Lopez,748,3
5090,Brandi Boyd,268,3
5091,Sherry Woods,428,2
5092,Jacob King,492,3
5093,Gerald Dominguez,364,3
5094,Jay Young,152,2
5095,Rebecca Johnson,540,3
5096,Brett Wells,31,4
5097,Dustin Estrada,562,2
5098,Patrick Kim,300,4
5099,Jacob Jenkins,8,1
5100,Jennifer Vasquez,516,1
5101,Darren Stewart,558,3
5102,James Mcintyre,174,1
5103,Ashley Lopez,484,4
5104,Richard Daugherty,462,4
5105,Karina Baker,248,3
5106,Katherine Higgins,638,3
5107,Cheryl Wright,504,1
5108,Mrs. Cathy Hines,276,3
5109,Matthew Ortiz,804,2
5110,Michael Miller,140,1
5111,Ryan Hobbs,96,1
5112,Brittany Allen,31,1
5113,Brandon Black,239,2
5114,Margaret Moore,44,2
5115,Lauren Wilson,516,3
5116,Karen Harper,388,3
5117,Amy Holmes,600,4
5118,Philip Diaz,234,3
5119,Louis Walker,454,3
5120,Nicholas Campbell,132,2
5121,David Montes,652,3
5122,Caitlyn Duarte,100,4
5123,Jeanne Anderson,796,3
5124,David Williams,504,3
5125,Jennifer Herrera,288,1
5126,Todd Middleton,795,2
5127,Anthony Andrews,166,4
5128,Robert Bradford DDS,531,4
5129,Meagan Cole,90,2
5130,Raymond Smith,732,1
5131,Theresa Smith,834,3
5132,John Grant,191,4
5133,Sharon Graham,752,2
5134,Amanda Henderson,710,1
5135,Jeffrey Atkins II,48,1
5136,Aaron Smith,574,2
5137,Richard Wood,690,2
5138,Bryan Bruce,288,4
5139,Walter Miller,70,2
5140,Lindsey Hall,548,1
5141,Michael Haynes,336,1
5142,Samuel Richardson,585,4
5143,Blake Carter,600,4
5144,Stacey Becker,188,1
5145,Eric Barber,744,3
5146,Alejandro Mitchell,100,2
5147,Julie Mata,854,3
5148,Nicholas Kaufman,458,3
5149,Nicholas Scott,158,4
5150,Rebecca Green,174,2
5151,Traci Woods,400,1
5152,Kevin Shelton,40,2
5153,Robert Thompson,51,3
5154,Samuel Aguilar,710,2
5155,Jon Norton,180,4
5156,Gail Webb,260,3
5157,Brian Harvey,800,4
5158,Ronald Oliver,764,2
5159,Cynthia Lin,262,1
5160,Sean Bennett,70,4
5161,Randy Gilmore,440,1
5162,Cindy Moore,48,3
5163,Jacob Brown,116,2
5164,Belinda Farmer,296,4
5165,Tiffany Howard,218,1
5166,Nicholas Jones,148,1
5167,Wanda Wiley,894,4
5168,Brianna Robinson,166,4
5169,Thomas Reynolds,434,3
5170,Matthew Johnson,662,4
5171,Vanessa Dixon,854,1
5172,Mrs. Michelle Morris,74,3
5173,Morgan Cross,600,4
5174,Belinda Kelley,616,1
5175,Amy Hansen,36,3
5176,Jason Moore,24,3
5177,Joseph Turner,705,3
5178,Joanne Moore,748,1
5179,Robin Cervantes,417,3
5180,Steven Bonilla,52,1
5181,Elizabeth Elliott,348,2
5182,Katie Barajas,724,1
5183,Ashley Wolf,764,3
5184,Robert Hunt,670,3
5185,Timothy Morrison,430,3
5186,John Evans,136,1
5187,Garrett Stout,508,3
5188,Barbara Snyder,360,2
5189,Keith Parker,840,2
5190,Patricia Villa,780,1
5191,Miss Tracy Moore MD,540,1
5192,Michelle Werner,398,3
5193,Janice Kim,132,4
5194,Amber Thompson,768,4
5195,Karen Huang,826,4
5196,Cheryl Gill,72,4
5197,Sherry Long,320,1
5198,Sarah Ferrell,31,4
5199,Debra Bradley,524,2
5200,Elizabeth Bishop,454,2
5201,Robert Lyons,203,4
5202,Greg Alvarez,364,4
5203,Wyatt Davidson,682,2
5204,John Alvarez,760,2
5205,Hailey Anderson,876,2
5206,Robert Duke,84,4
5207,Alan Johnson,266,3
5208,Nicole Wilkerson,16,4
5209,Candice Johns,348,3
5210,Laura Jones,276,3
5211,Brady Young,20,2
5212,Jennifer Rivers,422,2
5213,Justin Mitchell,275,2
5214,Dominic Wilson,260,1
5215,Darrell Gray,392,1
5216,Charles Copeland,454,2
5217,Patricia Adams,214,2
5218,Stephanie Stewart,300,4
5219,Teresa Mcknight,585,4
5220,William Black,428,3
5221,Ian Sanchez,178,2
5222,Monica Rodriguez,462,4
5223,Kelly Sullivan,498,1
5224,Chris Brown,68,3
5225,Sylvia Bonilla,100,1
5226,Ronnie Hart,584,1
5227,Bradley Reyes,368,4
5228,Eugene Smith,634,2
5229,Erin Durham,732,1
5230,Donna Garza,426,2
5231,Kelly Smith,170,1
5232,Brittany Alvarado,344,3
5233,Cindy Howard,426,3
5234,Mary Moore,248,3
5235,April Perez,690,2
5236,Michael Wolfe,438,1
5237,Richard Forbes,446,2
5238,John Jensen,887,2
5239,James Hernandez,388,4
5240,Anne Rivera,724,1
5241,Catherine Anderson,112,2
5242,Matthew Garcia,16,3
5243,Justin Hernandez,208,3
5244,Kimberly Garner,158,1
5245,Eric Russell,328,4
5246,Sharon Cooper,428,3
5247,Megan Wolfe,674,2
5248,Kevin Kim,178,1
5249,Shaun Hernandez,276,3
5250,Monique Ward,398,1
5251,Christian Mcclure,231,1
5252,Mary Grimes,705,3
5253,Robert Gonzalez,418,4
5254,John Smith,204,2
5255,Kylie Smith,666,1
5256,Scott Yang,238,2
5257,Victoria Bell,574,3
5258,Michael Thomas,84,3
5259,James Gutierrez,581,1
5260,Dillon Hardy,40,1
5261,Thomas Anderson,440,1
5262,Brooke Mcdonald,854,2
5263,Justin Garcia,254,1
5264,Holly Norris,438,2
5265,John Watkins,466,1
5266,Alexandria Green,732,1
5267,Jennifer Woods,531,3
5268,Mark Hill,266,1
5269,Wendy Stewart,270,3
5270,Christopher Hayes,292,2
5271,Rachel Richards,64,1
5272,Charles Webster,831,4
5273,Jesse Allison,528,1
5274,Alexandra Joyce,710,1
5275,Dennis Vasquez,270,4
5276,Julie Fernandez,574,2
5277,Tara Lee,581,4
5278,Randall Martin,242,2
5279,Heather Jackson,764,3
5280,Kristi Garrison,51,3
5281,Derek Preston,772,2
5282,Diane Shepherd,324,2
5283,Sean Acosta,300,4
5284,Thomas Wood,566,4
5285,Melissa Mcdaniel,166,2
5286,Shirley Moore,316,4
5287,Ryan Gonzalez,28,3
5288,Kimberly Barnes,484,3
5289,Allison Larson,535,3
5290,Kevin Reynolds,534,3
5291,Kurt Nielsen,728,4
5292,James Shaw,562,4
5293,Mr. Leroy Carlson PhD,688,3
5294,Christian Peterson,156,4
5295,Christian Lee,32,2
5296,Taylor Martin,496,3
5297,William Allison,442,3
5298,Anthony Schmidt,784,1
5299,Jacob Bishop,798,4
5300,Steven Miller,292,2
5301,Elizabeth Abbott,238,2
5302,Lauren Vance,254,4
5303,Susan Johnson,328,3
5304,Ethan Rice,578,4
5305,Jeffrey Nixon,231,3
5306,Kevin Hunter,96,3
5307,Jason Evans,132,3
5308,Connor French,642,4
5309,Robert Holt,175,2
5310,Ryan Meyers,214,4
5311,Karla Randolph,580,3
5312,Bruce Kennedy,238,3
5313,Laura Reynolds,578,3
5314,Jordan White,156,3
5315,Dillon Copeland,296,3
5316,Stacey Hendrix,288,1
5317,Krista Hernandez,882,2
5318,Annette Tran,434,3
5319,Michelle Berry,268,4
5320,Rhonda Burke,586,1
5321,Michael Nguyen,504,2
5322,Gail Payne,324,1
5323,John Lyons,400,2
5324,Melissa Gibson,744,3
5325,Alison Rodriguez,516,1
5326,John Peters,795,3
5327,Mark Mills,598,1
5328,Michelle Peck,20,1
5329,James Wilson,336,1
5330,Kristopher Hickman,262,4
5331,Sarah Webster,616,1
5332,Michael Lopez,74,4
5333,Wesley Morgan,760,4
5334,Brittany Castaneda,558,2
5335,David French,512,4
5336,Donna Kennedy,324,2
5337,Jimmy Cunningham,504,3
5338,Katherine Robles,158,3
5339,Robert Saunders,458,4
5340,Rebecca Sherman,554,3
5341,Richard Harris,566,4
5342,Matthew Pratt,659,3
5343,Leslie Willis,531,2
5344,Leslie Wilson,36,3
5345,Diana Murray,188,4
5346,Susan Meyer,663,1
5347,Michael Little,710,1
5348,Tyler Bradford,380,3
5349,Sandra Rush,180,4
5350,Shannon Harris,574,4
5351,Edward Rodriguez,328,3
5352,Jennifer Castro,663,4
5353,Steven Jenkins,218,4
5354,Haley Alexander,608,4
5355,John Vazquez,148,1
5356,Kevin Jackson,208,3
5357,Christina Kennedy,554,1
5358,Rachel Hernandez,417,4
5359,Jessica Ochoa,732,1
5360,Jeffrey Sparks,686,1
5361,Alyssa Schaefer,583,4
5362,David Obrien,752,1
5363,Marcia Lindsey,535,3
5364,Meghan Newton,260,3
5365,Beth Ford,764,3
5366,Jordan Santos,212,2
5367,Mathew Gonzalez,178,1
5368,Douglas Lee,634,2
5369,Lisa Romero,232,4
5370,Brian Smith,70,4
5371,David Thompson,60,1
5372,Nicholas Moreno,144,4
5373,Miss Elizabeth Roberson PhD,446,3
5374,Kristin Miles,276,4
5375,Susan Black,68,3
5376,Rachel Morris,776,4
5377,Kim Beasley,772,4
5378,Mr. Richard Mcdaniel,804,3
5379,Diana Moreno,598,1
5380,Benjamin Espinoza,312,2
5381,Brianna Davis,531,2
5382,Chelsea Friedman,238,3
5383,Teresa Brock,492,2
5384,George Thomas,344,2
5385,Amber James,591,2
5386,Paula Berry,776,4
5387,Paige Perez,458,1
5388,Justin Estrada,630,2
5389,Mrs. Kellie Williamson,184,1
5390,Kimberly Dillon,558,4
5391,Andrea Jenkins,703,1
5392,Michael Martinez,156,3
5393,Tammy Gonzalez,218,2
5394,Martha Jones,784,4
5395,James Hernandez,178,3
5396,Valerie Rasmussen,580,4
5397,Kim Orr,646,2
5398,Karina Castro,72,2
5399,Eileen Mccormick,630,2
5400,Anthony Farrell,580,1
5401,Richard Cook,408,4
5402,Howard Kim,744,2
5403,Bobby Bennett,334,2
5404,William Beck,376,1
5405,Sara Garza,352,1
5406,Jordan Hernandez,92,2
5407,Yolanda Wallace,834,4
5408,Christopher Miller,203,2
5409,Jeanne Cannon,226,4
5410,Lisa Johnson,36,2
5411,Shelly Meyer,480,3
5412,Richard Rush,246,1
5413,Kelly Mack,231,1
5414,Christopher Wiley,876,1
5415,Brandon Lopez,652,3
5416,Tara Davila,276,3
5417,Stacy Jones,320,4
5418,Emily Bryan,528,2
5419,Helen Castillo,68,2
5420,Marcus Bell,566,1
5421,Debra Jenkins,188,2
5422,Sheila Johnson,292,1
5423,Michelle Key,191,4
5424,Justin Smith,500,4
5425,Michael Aguirre,496,1
5426,John Johnson,238,2
5427,James Hall,340,1
5428,Francisco Villanueva,862,1
5429,Brent Atkinson,408,4
5430,Philip Young,624,4
5431,Meghan Huber,498,2
5432,Alexis Perez,266,1
5433,Stacey Flores,10,1
5434,Nancy Thompson,854,3
5435,Eric Murray,558,1
5436,Shirley Diaz,250,2
5437,Benjamin Evans,654,3
5438,Sheila Martinez,716,4
5439,Andrea Hammond,44,3
5440,Teresa Kennedy,384,3
5441,Mary Kennedy,288,3
5442,Jonathan Scott,728,1
5443,Alexis Taylor,612,1
5444,Dawn Hill,222,1
5445,Barry Woodward,578,3
5446,Randall Cook Jr.,52,4
5447,Michael Collins,831,4
5448,Kelly Odom MD,578,1
5449,Brittney Dickerson,710,1
5450,Kathryn Mills,438,3
5451,Helen Wolfe MD,276,4
5452,Jennifer Patrick,92,2
5453,Cheryl Herring,140,1
5454,John Johnson,740,1
5455,Kevin Fischer,392,1
5456,Brandon Smith,24,4
5457,Jean White,392,2
5458,Jennifer Osborne,642,4
5459,Tracy Wilson,28,3
5460,April Bryan,31,1
5461,Christina Walker,140,1
5462,Chris Garcia,316,3
5463,Sarah Williams,834,4
5464,Jonathan Cruz,68,4
5465,Elizabeth Morgan,16,4
5466,Linda Olsen,706,3
5467,Dale Evans,336,4
5468,Jeanette Solomon,854,4
5469,Lori Lopez,484,4
5470,Rhonda Singh,12,1
5471,Kristy Lyons,324,2
5472,Megan Proctor,663,1
5473,Jeremy Norris,248,2
5474,Melissa Jordan,292,3
5475,Gary Thomas,276,1
5476,Jennifer Garcia,462,4
5477,Anne Edwards MD,740,2
5478,Cathy Moore,120,2
5479,Rebecca Ramos,24,4
5480,Derek Lopez,239,1
5481,Jennifer Mitchell,850,4
5482,Stephen Arnold,508,4
5483,Adam Long,214,3
5484,Jessica Gonzalez,760,2
5485,Kevin Christensen,242,1
5486,Paige Hanson,795,4
5487,Thomas Stone,440,1
5488,John Butler,60,2
5489,Kayla Klein,583,4
5490,Bonnie Andrews,372,3
5491,Peter Jordan,570,1
5492,Christopher Foster,850,3
5493,Nicholas Walker,440,1
5494,Michael Taylor,484,3
5495,Harry Valdez,10,3
5496,Carl Cruz,716,1
5497,Michael Edwards,706,4
5498,Elizabeth Cline,364,4
5499,Caitlin Harrison,616,2
5500,Colleen Ingram,729,4
5501,Martin Smith,756,2
5502,Paul White,496,1
5503,Kevin Mcintyre,100,1
5504,Kyle Lamb,584,2
5505,Elizabeth Guerrero,226,2
5506,Michelle Wagner,316,2
5507,Antonio Turner,612,4
5508,Sandra Sims,52,4
5509,Lee Green,156,3
5510,Crystal Salazar,466,3
5511,Jared Trujillo,276,1
5512,Dawn Dunn,270,1
5513,Tammie Fisher,654,2
5514,Brandon Alvarez,800,2
5515,Dennis Bailey,531,3
5516,Valerie Adams,292,1
5517,John Fox,356,4
5518,Anthony Shaffer,570,1
5519,Maria Carter,144,4
5520,Emily Riley,108,1
5521,Jason Owens,591,1
5522,Billy Hunter,208,4
5523,Erica Wilson,894,3
5524,Katrina Lynn,652,2
5525,Grace Thompson,434,1
5526,Michael Banks,862,3
5527,Jeremy Lee,428,3
5528,Antonio Bruce,646,1
5529,Joseph Smith,876,1
5530,Chelsea Watson,64,4
5531,Nancy Davis,388,1
5532,Christine Glenn,417,3
5533,Daisy Byrd,156,1
5534,Lisa Lee,584,2
5535,Kimberly Johnson,591,4
5536,Brittany Shannon,454,2
5537,Yolanda Armstrong,442,4
5538,Brian Cooley,188,2
5539,Mario Perez,686,3
5540,Jessica Mack,540,3
5541,Jennifer Joseph,108,4
5542,Christian Horn,312,2
5543,Kristin Hawkins,376,4
5544,William Blankenship,246,2
5545,Elizabeth Ross,660,1
5546,Maria Butler,458,3
5547,Adam Rodriguez,208,1
5548,Rachel Gonzalez,388,1
5549,Lisa Tate,499,2
5550,Robert Hunter,428,1
5551,William Le,832,2
5552,Lucas Lopez,16,1
5553,Anthony Ruiz,178,2
5554,Richard Roth,570,4
5555,Susan Holland,466,4
5556,Arthur Wells,380,3
5557,Scott Harvey,616,1
5558,Mr. Eric Hutchinson,212,4
5559,Brittney Woodward,356,4
5560,Calvin Garcia,663,4
5561,Stacey Guzman,682,4
5562,Carl Silva,600,4
5563,Brian Hernandez,704,2
5564,Ross Fleming,894,3
5565,Jeffery Brown MD,832,4
5566,Beverly Arellano,634,3
5567,Christina Brooks,854,3
5568,Melinda Ramos,52,1
5569,Billy West,690,1
5570,Michael Hansen,136,3
5571,Kimberly Phillips,499,4
5572,John Davis,762,2
5573,Lisa Scott,304,1
5574,Mr. Matthew Booth,760,2
5575,Brandon Griffin,260,3
5576,Angela Wilson,76,3
5577,Jennifer White,203,2
5578,David Lopez,250,1
5579,Betty Edwards,50,2
5580,Heather Stewart,238,4
5581,Danielle Schmitt,643,2
5582,Daniel Silva,212,2
5583,Christina Kim,876,2
5584,Anita Soto,876,1
5585,Matthew Reynolds,716,2
5586,Sean Carey,380,4
5587,Frank Keith,499,3
5588,Colton Bennett,690,1
5589,Amanda Decker PhD,858,4
5590,Sarah Lopez,580,1
5591,Jean Mcdonald,24,1
5592,Benjamin Zhang,400,1
5593,Rachel Taylor,392,2
5594,Melissa Aguilar,710,3
5595,Patrick Mercer,732,4
5596,Christine Perry,175,4
5597,Steven Dickson,666,1
5598,Kimberly Blair,36,4
5599,Matthew Palmer,660,4
5600,Troy Bonilla,170,1
5601,Frank Morgan,320,3
5602,Grant Munoz,328,4
5603,Katrina Massey,380,3
5604,Darrell Thompson,832,3
5605,Renee Moody,268,4
5606,Terrence White,258,3
5607,Zachary Mcfarland,643,3
5608,Robert Decker,184,2
5609,Tommy Mills,40,1
5610,Beverly Livingston,166,4
5611,Brian Smith,516,2
5612,Laura Guzman,804,1
5613,Alexa Zamora,398,2
5614,Andre Hanson,643,2
5615,Michelle Alvarez,729,2
5616,Andrew Rodriguez,32,1
5617,George Holland,638,4
5618,Samuel Williams,28,2
5619,Melissa Young,239,4
5620,Denise Wu,591,2
5621,Kelly Stone,652,4
5622,Brittany Lewis,12,3
5623,Sara Matthews,862,2
5624,Steven Mcdonald,4,2
5625,Dominique Riley,705,1
5626,Danny Bailey,470,1
5627,Thomas Salazar,234,1
5628,Michael Johnson,20,1
5629,Pamela Cox,850,1
5630,Virginia Huffman,320,3
5631,Christopher Potts,807,3
5632,Tiffany Conway,418,4
5633,Lisa Gray,876,4
5634,Claire Garcia,470,1
5635,Bruce Dorsey,226,2
5636,Sandy Fernandez,260,3
5637,Amy Taylor,334,3
5638,Nathan Flores,178,4
5639,Jonathan Lara,144,1
5640,Joseph Marsh,196,2
5641,Trevor Cox III,784,1
5642,Andrew Chavez,500,1
5643,James Maldonado,478,3
5644,John Wallace,643,4
5645,David Green,706,2
5646,Kevin Wang,748,1
5647,Robert Rivera,116,2
5648,Mikayla Garcia,84,2
5649,John Curry,630,4
5650,Ian Johnson,238,2
5651,Herbert Dawson,646,4
5652,John Powell,534,2
5653,James Johnson,780,4
5654,Michael Hernandez,499,2
5655,Sharon Wright,860,4
5656,Kevin Blake,776,2
5657,Leslie Jones,239,2
5658,Christopher Hall DDS,438,2
5659,Teresa Mcdonald,226,3
5660,Heather Ramsey,578,2
5661,Christina Riggs,270,3
5662,Bridget Joseph,690,1
5663,Katherine Wallace,288,3
5664,Maria Duran,534,4
5665,Melanie Morris,356,2
5666,Samantha Malone,380,2
5667,Alex Jacobs,203,2
5668,Eddie Bishop,60,3
5669,Brian Vaughn,704,3
5670,James Kramer,344,3
5671,Michael Ramirez,51,2
5672,Amy Hernandez,404,2
5673,Katherine Avila,288,2
5674,Tammy Banks,512,2
5675,Melinda Dorsey,254,2
5676,Ryan Phillips,732,1
5677,Jeremy Valencia,162,2
5678,Crystal Dudley,52,3
5679,Jessica Franco,156,2
5680,John Jordan,800,2
5681,Kristin Stone,534,2
5682,Anthony Hernandez,478,1
5683,Jane Barnes,703,3
5684,Charles Carroll,598,1
5685,Michael Matthews,400,3
5686,Ashley Ray,583,4
5687,James Harris,20,1
5688,Kyle Adkins,796,3
5689,Pamela Bowers,324,4
5690,Heather Jones,304,4
5691,Laura Castillo,670,2
5692,Renee Banks,28,4
5693,Andrea Davis,90,2
5694,Brandy Lopez,832,3
5695,Caitlin Lopez,729,3
5696,Crystal Price,586,4
5697,Nathan Farley,398,3
5698,Marvin Ross,562,4
5699,Jaclyn Sexton,533,1
5700,Christopher Davis,686,1
5701,Jesus Jones,586,4
5702,Jose Davis,604,4
5703,Richard Townsend,470,1
5704,Nicole Roberts,276,3
5705,Casey Collins,344,3
5706,Andre Elliott,703,4
5707,Sydney Contreras,478,3
5708,Kevin Massey,646,3
5709,Shane Stanley,752,2
5710,Cynthia Smith,352,4
5711,Elizabeth Juarez,516,4
5712,Joshua Davis,268,2
5713,Zachary Valentine,524,2
5714,Melvin Costa Jr.,702,3
5715,Juan Brown,860,1
5716,Jose Robertson,776,1
5717,Thomas Snow,450,3
5718,John Kennedy,584,4
5719,William Ritter,334,2
5720,Jeff Yang,584,3
5721,Erica Williams,44,3
5722,Alejandro Harper,388,4
5723,Crystal Robertson DVM,196,1
5724,Sean Harrison,548,2
5725,Raymond Wilson,652,1
5726,Julie Villegas,760,1
5727,Jacob Smith,20,1
5728,Philip Butler,44,4
5729,Michelle Frazier,440,3
5730,Tara White,535,1
5731,Rebecca Bennett,496,4
5732,Teresa Gray,239,1
5733,Joshua Branch,862,4
5734,Sheila Craig,246,4
5735,Mr. Ricky Wright,662,3
5736,Peter Park,260,1
5737,Rachel Tucker,368,2
